alcohol_id,ingredient_id,label
5016,4096,1
5016,6159,1
5016,4123,1
5016,6172,1
5016,4129,1
5016,4132,1
5016,38,1
5016,50,1
5016,4150,1
5016,57,1
5016,58,1
5016,4153,1
5016,6204,1
5016,61,1
5016,6212,1
5016,71,1
5016,4172,1
5016,77,1
5016,86,1
5016,88,1
5016,4204,1
5016,4092,1
5016,114,1
5016,2164,1
5016,4213,1
5016,2167,1
5016,6266,1
5016,135,1
5016,2188,1
5016,6287,1
5016,145,1
5016,4243,1
5016,148,1
5016,2200,1
5016,2202,1
5016,6299,1
5016,6300,1
5016,158,1
5016,6303,1
5016,2210,1
5016,163,1
5016,4264,1
5016,175,1
5016,2223,1
5016,6326,1
5016,4279,1
5016,2239,1
5016,6337,1
5016,196,1
5016,197,1
5016,4292,1
5016,6349,1
5016,4309,1
5016,213,1
5016,6367,1
5016,223,1
5016,4319,1
5016,6371,1
5016,4324,1
5016,4323,1
5016,4330,1
5016,4343,1
5016,4350,1
5016,2310,1
5016,6409,1
5016,2320,1
5016,273,1
5016,2331,1
5016,2335,1
5016,6434,1
5016,6441,1
5016,300,1
5016,302,1
5016,2364,1
5016,321,1
5016,326,1
5016,328,1
5016,6475,1
5016,6476,1
5016,6477,1
5016,6478,1
5016,336,1
5016,4433,1
5016,4438,1
5016,345,1
5016,6490,1
5016,4444,1
5016,2396,1
5016,361,1
5016,6507,1
5016,4460,1
5016,6508,1
5016,4469,1
5016,4478,1
5016,4494,1
5016,6545,1
5016,6547,1
5016,421,1
5016,4521,1
5016,429,1
5016,4527,1
5016,438,1
5016,4545,1
5016,453,1
5016,4572,1
5016,4575,1
5016,483,1
5016,485,1
5016,6631,1
5016,4588,1
5016,4600,1
5016,504,1
5016,510,1
5016,518,1
5016,4615,1
5016,4620,1
5016,4625,1
5016,537,1
5016,4635,1
5016,547,1
5016,556,1
5016,4653,1
5016,4658,1
5016,4659,1
5016,6709,1
5016,4663,1
5016,4687,1
5016,4689,1
5016,4699,1
5016,4701,1
5016,6749,1
5016,6756,1
5016,4716,1
5016,6766,1
5016,4724,1
5016,6773,1
5016,6775,1
5016,4733,1
5016,6782,1
5016,6787,1
5016,6788,1
5016,6791,1
5016,4744,1
5016,656,1
5016,6803,1
5016,667,1
5016,668,1
5016,4763,1
5016,4768,1
5016,6821,1
5016,4776,1
5016,682,1
5016,685,1
5016,6838,1
5016,709,1
5016,2757,1
5016,2761,1
5016,4809,1
5016,2764,1
5016,4821,1
5016,2774,1
5016,2793,1
5016,4846,1
5016,6894,1
5016,754,1
5016,762,1
5016,770,1
5016,2821,1
5016,4875,1
5016,779,1
5016,781,1
5016,4885,1
5016,4891,1
5016,805,1
5016,814,1
5016,823,1
5016,4928,1
5016,838,1
5016,2890,1
5016,4948,1
5016,854,1
5016,4958,1
5016,4961,1
5016,2914,1
5016,7013,1
5016,4966,1
5016,7020,1
5016,7021,1
5016,885,1
5016,7029,1
5016,2947,1
5016,7043,1
5016,2955,1
5016,5027,1
5016,2980,1
5016,5028,1
5016,5030,1
5016,7083,1
5016,7087,1
5016,960,1
5016,966,1
5016,975,1
5016,3035,1
5016,991,1
5016,3041,1
5016,995,1
5016,5096,1
5016,1003,1
5016,1005,1
5016,5108,1
5016,1014,1
5016,1017,1
5016,1018,1
5016,5115,1
5016,1023,1
5016,1027,1
5016,5125,1
5016,1033,1
5016,1041,1
5016,5147,1
5016,5149,1
5016,5171,1
5016,5173,1
5016,3125,1
5016,3128,1
5016,1081,1
5016,5176,1
5016,1083,1
5016,3133,1
5016,5183,1
5016,1089,1
5016,5188,1
5016,5190,1
5016,5192,1
5016,3148,1
5016,5203,1
5016,5205,1
5016,1111,1
5016,1121,1
5016,3169,1
5016,1125,1
5016,1128,1
5016,1129,1
5016,5228,1
5016,1138,1
5016,3201,1
5016,5285,1
5016,1204,1
5016,1212,1
5016,5328,1
5016,5330,1
5016,3290,1
5016,3308,1
5016,1263,1
5016,3312,1
5016,1266,1
5016,3334,1
5016,5418,1
5016,3370,1
5016,5424,1
5016,1328,1
5016,3377,1
5016,3378,1
5016,5431,1
5016,3386,1
5016,5436,1
5016,5454,1
5016,1361,1
5016,1368,1
5016,1390,1
5016,1395,1
5016,3447,1
5016,1411,1
5016,5519,1
5016,1426,1
5016,1427,1
5016,1429,1
5016,5526,1
5016,1430,1
5016,5527,1
5016,5535,1
5016,3489,1
5016,1458,1
5016,5567,1
5016,5569,1
5016,3526,1
5016,3527,1
5016,5579,1
5016,5582,1
5016,1488,1
5016,1489,1
5016,5588,1
5016,3546,1
5016,1504,1
5016,3560,1
5016,5608,1
5016,3562,1
5016,3565,1
5016,3572,1
5016,3596,1
5016,3597,1
5016,5650,1
5016,5653,1
5016,5668,1
5016,1576,1
5016,5676,1
5016,3632,1
5016,1588,1
5016,3636,1
5016,1595,1
5016,1598,1
5016,1608,1
5016,1615,1
5016,1631,1
5016,5735,1
5016,1644,1
5016,1645,1
5016,5743,1
5016,5759,1
5016,1664,1
5016,3717,1
5016,3720,1
5016,3727,1
5016,1679,1
5016,1681,1
5016,1682,1
5016,5800,1
5016,5809,1
5016,3766,1
5016,3781,1
5016,3782,1
5016,1768,1
5016,1773,1
5016,1783,1
5016,5879,1
5016,1786,1
5016,3839,1
5016,3840,1
5016,1794,1
5016,3860,1
5016,5919,1
5016,5929,1
5016,1845,1
5016,3899,1
5016,1855,1
5016,5956,1
5016,5959,1
5016,5960,1
5016,5967,1
5016,3920,1
5016,1895,1
5016,5999,1
5016,6004,1
5016,6032,1
5016,6035,1
5016,6051,1
5016,4013,1
5016,6062,1
5016,4021,1
5016,6079,1
5016,6083,1
5016,6086,1
5016,6091,1
5016,4045,1
5016,4052,1
5016,4076,1
5016,6131,1
5016,4084,1
5016,6140,1
6763,4096,1
6763,6159,1
6763,4123,1
6763,6172,1
6763,4129,1
6763,4132,1
6763,38,1
6763,50,1
6763,4150,1
6763,57,1
6763,58,1
6763,4153,1
6763,6204,1
6763,61,1
6763,6212,1
6763,71,1
6763,4172,1
6763,77,1
6763,86,1
6763,88,1
6763,4204,1
6763,114,1
6763,2164,1
6763,4213,1
6763,2167,1
6763,6266,1
6763,135,1
6763,2188,1
6763,145,1
6763,4243,1
6763,148,1
6763,2200,1
6763,2202,1
6763,6299,1
6763,6300,1
6763,158,1
6763,6303,1
6763,2210,1
6763,4264,1
6763,2223,1
6763,175,1
6763,6326,1
6763,4279,1
6763,2239,1
6763,196,1
6763,4292,1
6763,197,1
6763,6349,1
6763,213,1
6763,4309,1
6763,223,1
6763,6367,1
6763,4319,1
6763,6371,1
6763,4324,1
6763,4323,1
6763,4330,1
6763,4343,1
6763,4350,1
6763,2310,1
6763,6409,1
6763,2320,1
6763,273,1
6763,2331,1
6763,6434,1
6763,6441,1
6763,300,1
6763,302,1
6763,2364,1
6763,321,1
6763,328,1
6763,6475,1
6763,6476,1
6763,6477,1
6763,6478,1
6763,4438,1
6763,345,1
6763,2396,1
6763,4444,1
6763,361,1
6763,6507,1
6763,4460,1
6763,6508,1
6763,4469,1
6763,4478,1
6763,4494,1
6763,6545,1
6763,6547,1
6763,421,1
6763,429,1
6763,4527,1
6763,4545,1
6763,453,1
6763,4572,1
6763,4575,1
6763,483,1
6763,485,1
6763,6631,1
6763,4588,1
6763,4600,1
6763,504,1
6763,518,1
6763,4615,1
6763,4620,1
6763,4625,1
6763,537,1
6763,4635,1
6763,547,1
6763,556,1
6763,4653,1
6763,4659,1
6763,6709,1
6763,4663,1
6763,4687,1
6763,4701,1
6763,6749,1
6763,6756,1
6763,4716,1
6763,6766,1
6763,4724,1
6763,6773,1
6763,6775,1
6763,4733,1
6763,6782,1
6763,6787,1
6763,6788,1
6763,6791,1
6763,4744,1
6763,656,1
6763,6803,1
6763,667,1
6763,668,1
6763,4763,1
6763,4768,1
6763,6821,1
6763,4776,1
6763,682,1
6763,685,1
6763,709,1
6763,2757,1
6763,2761,1
6763,4809,1
6763,2764,1
6763,4821,1
6763,2774,1
6763,2793,1
6763,4846,1
6763,754,1
6763,762,1
6763,770,1
6763,2821,1
6763,4875,1
6763,779,1
6763,781,1
6763,4885,1
6763,4891,1
6763,805,1
6763,814,1
6763,823,1
6763,4928,1
6763,838,1
6763,2890,1
6763,4948,1
6763,854,1
6763,4958,1
6763,4961,1
6763,2914,1
6763,7013,1
6763,4966,1
6763,7020,1
6763,7021,1
6763,885,1
6763,7029,1
6763,2947,1
6763,7043,1
6763,2955,1
6763,5027,1
6763,5028,1
6763,2980,1
6763,5030,1
6763,7083,1
6763,7087,1
6763,960,1
6763,966,1
6763,975,1
6763,991,1
6763,3041,1
6763,995,1
6763,5096,1
6763,1003,1
6763,1005,1
6763,5108,1
6763,1014,1
6763,1017,1
6763,1018,1
6763,5115,1
6763,1023,1
6763,1027,1
6763,5125,1
6763,1041,1
6763,5147,1
6763,5149,1
6763,5171,1
6763,3125,1
6763,5173,1
6763,5176,1
6763,1081,1
6763,3128,1
6763,1083,1
6763,3133,1
6763,5183,1
6763,1089,1
6763,5188,1
6763,5192,1
6763,3148,1
6763,5203,1
6763,5205,1
6763,1111,1
6763,3169,1
6763,1125,1
6763,1128,1
6763,1129,1
6763,5228,1
6763,1138,1
6763,3201,1
6763,5285,1
6763,1204,1
6763,1212,1
6763,5328,1
6763,5330,1
6763,3290,1
6763,3308,1
6763,1263,1
6763,3312,1
6763,1266,1
6763,3334,1
6763,5418,1
6763,3370,1
6763,1328,1
6763,3377,1
6763,3378,1
6763,5424,1
6763,5431,1
6763,3386,1
6763,5436,1
6763,1368,1
6763,3447,1
6763,1411,1
6763,5519,1
6763,1426,1
6763,1427,1
6763,1429,1
6763,1430,1
6763,5526,1
6763,5535,1
6763,3489,1
6763,1458,1
6763,5567,1
6763,5569,1
6763,3526,1
6763,3527,1
6763,5579,1
6763,5582,1
6763,1488,1
6763,1489,1
6763,5588,1
6763,3546,1
6763,5598,1
6763,1504,1
6763,5608,1
6763,3560,1
6763,3562,1
6763,3565,1
6763,3572,1
6763,3596,1
6763,3597,1
6763,5650,1
6763,5653,1
6763,5668,1
6763,1576,1
6763,5676,1
6763,3632,1
6763,1588,1
6763,1595,1
6763,1598,1
6763,1608,1
6763,1615,1
6763,1631,1
6763,5735,1
6763,1644,1
6763,1645,1
6763,5743,1
6763,5759,1
6763,1664,1
6763,3717,1
6763,3720,1
6763,1679,1
6763,3727,1
6763,1681,1
6763,1682,1
6763,5800,1
6763,5809,1
6763,3766,1
6763,3781,1
6763,3782,1
6763,1768,1
6763,1773,1
6763,5879,1
6763,3839,1
6763,3840,1
6763,1794,1
6763,3860,1
6763,5919,1
6763,5929,1
6763,1845,1
6763,3899,1
6763,1855,1
6763,5956,1
6763,5959,1
6763,5960,1
6763,5967,1
6763,3920,1
6763,1895,1
6763,5999,1
6763,6004,1
6763,6032,1
6763,6035,1
6763,6051,1
6763,4013,1
6763,6062,1
6763,6079,1
6763,6083,1
6763,6086,1
6763,6091,1
6763,4045,1
6763,4052,1
6763,4076,1
6763,6131,1
6763,4084,1
6763,4092,1
4937,4096,1
4937,1027,1
4937,5125,1
4937,1033,1
4937,1041,1
4937,5147,1
4937,4123,1
4937,6172,1
4937,4129,1
4937,4132,1
4937,38,1
4937,50,1
4937,5171,1
4937,5173,1
4937,4150,1
4937,3128,1
4937,57,1
4937,1081,1
4937,1083,1
4937,58,1
4937,3133,1
4937,61,1
4937,5183,1
4937,5176,1
4937,1089,1
4937,4153,1
4937,6204,1
4937,6212,1
4937,5188,1
4937,5190,1
4937,4172,1
4937,77,1
4937,3148,1
4937,5203,1
4937,5205,1
4937,86,1
4937,1111,1
4937,88,1
4937,1121,1
4937,3169,1
4937,1125,1
4937,1128,1
4937,1129,1
4937,4204,1
4937,5228,1
4937,1138,1
4937,114,1
4937,2164,1
4937,4213,1
4937,6266,1
4937,3201,1
4937,135,1
4937,2188,1
4937,6287,1
4937,145,1
4937,4243,1
4937,148,1
4937,2200,1
4937,2202,1
4937,6299,1
4937,6300,1
4937,158,1
4937,6303,1
4937,2210,1
4937,163,1
4937,5285,1
4937,4264,1
4937,175,1
4937,2223,1
4937,1204,1
4937,6326,1
4937,4279,1
4937,1212,1
4937,6337,1
4937,196,1
4937,197,1
4937,6349,1
4937,5328,1
4937,5330,1
4937,4309,1
4937,213,1
4937,3290,1
4937,6367,1
4937,223,1
4937,4319,1
4937,6371,1
4937,4324,1
4937,4323,1
4937,4330,1
4937,3308,1
4937,1263,1
4937,3312,1
4937,1266,1
4937,4343,1
4937,4350,1
4937,2310,1
4937,6409,1
4937,2320,1
4937,273,1
4937,2331,1
4937,2335,1
4937,6434,1
4937,6441,1
4937,3370,1
4937,300,1
4937,302,1
4937,5424,1
4937,1328,1
4937,3377,1
4937,3378,1
4937,5431,1
4937,3386,1
4937,2364,1
4937,321,1
4937,326,1
4937,328,1
4937,6475,1
4937,6476,1
4937,5454,1
4937,336,1
4937,1361,1
4937,4433,1
4937,4438,1
4937,1368,1
4937,345,1
4937,6490,1
4937,4444,1
4937,2396,1
4937,361,1
4937,6507,1
4937,4460,1
4937,6508,1
4937,1390,1
4937,1395,1
4937,4469,1
4937,3447,1
4937,4478,1
4937,1411,1
4937,4494,1
4937,5519,1
4937,6545,1
4937,1426,1
4937,6547,1
4937,1427,1
4937,1429,1
4937,5526,1
4937,1430,1
4937,5527,1
4937,5535,1
4937,3489,1
4937,421,1
4937,4521,1
4937,429,1
4937,4527,1
4937,1458,1
4937,438,1
4937,5567,1
4937,5569,1
4937,4545,1
4937,453,1
4937,3526,1
4937,3527,1
4937,5579,1
4937,5582,1
4937,1488,1
4937,1489,1
4937,5588,1
4937,3546,1
4937,4572,1
4937,4575,1
4937,483,1
4937,485,1
4937,6631,1
4937,3560,1
4937,5608,1
4937,3562,1
4937,4588,1
4937,3565,1
4937,3572,1
4937,4600,1
4937,504,1
4937,510,1
4937,518,1
4937,4615,1
4937,4620,1
4937,3596,1
4937,3597,1
4937,4625,1
4937,5650,1
4937,5653,1
4937,537,1
4937,4635,1
4937,547,1
4937,5668,1
4937,1576,1
4937,5676,1
4937,4653,1
4937,3632,1
4937,4658,1
4937,4659,1
4937,1588,1
4937,3636,1
4937,6709,1
4937,4663,1
4937,1595,1
4937,1598,1
4937,1608,1
4937,4687,1
4937,4689,1
4937,4699,1
4937,4701,1
4937,6749,1
4937,1631,1
4937,6756,1
4937,5735,1
4937,4716,1
4937,1645,1
4937,6766,1
4937,5743,1
4937,6775,1
4937,4733,1
4937,6782,1
4937,5759,1
4937,1664,1
4937,6787,1
4937,6788,1
4937,3717,1
4937,6791,1
4937,4744,1
4937,3720,1
4937,3727,1
4937,656,1
4937,1679,1
4937,1682,1
4937,6803,1
4937,1681,1
4937,667,1
4937,668,1
4937,4763,1
4937,4768,1
4937,6821,1
4937,5800,1
4937,682,1
4937,685,1
4937,5809,1
4937,3766,1
4937,6838,1
4937,709,1
4937,3781,1
4937,3782,1
4937,2757,1
4937,2761,1
4937,4809,1
4937,4821,1
4937,2774,1
4937,1768,1
4937,2793,1
4937,1773,1
4937,4846,1
4937,6894,1
4937,754,1
4937,1783,1
4937,5879,1
4937,1786,1
4937,762,1
4937,3839,1
4937,3840,1
4937,2821,1
4937,4875,1
4937,779,1
4937,781,1
4937,3860,1
4937,4885,1
4937,5919,1
4937,805,1
4937,5929,1
4937,814,1
4937,1845,1
4937,823,1
4937,3899,1
4937,1855,1
4937,4928,1
4937,5956,1
4937,838,1
4937,5959,1
4937,5960,1
4937,2890,1
4937,5967,1
4937,3920,1
4937,4948,1
4937,854,1
4937,4958,1
4937,4961,1
4937,2914,1
4937,7013,1
4937,4966,1
4937,1895,1
4937,7020,1
4937,7021,1
4937,6004,1
4937,885,1
4937,2947,1
4937,7043,1
4937,2955,1
4937,6032,1
4937,6035,1
4937,5027,1
4937,2980,1
4937,6051,1
4937,5028,1
4937,5030,1
4937,7083,1
4937,4013,1
4937,6062,1
4937,7087,1
4937,4021,1
4937,6079,1
4937,960,1
4937,6083,1
4937,966,1
4937,6091,1
4937,4045,1
4937,975,1
4937,4052,1
4937,3035,1
4937,991,1
4937,3041,1
4937,995,1
4937,5096,1
4937,1003,1
4937,4076,1
4937,1005,1
4937,6131,1
4937,5108,1
4937,4084,1
4937,1014,1
4937,1017,1
4937,1018,1
4937,5115,1
4937,6140,1
4937,1023,1
6031,4096,1
6031,1027,1
6031,5125,1
6031,1033,1
6031,1041,1
6031,5147,1
6031,4123,1
6031,6172,1
6031,4129,1
6031,4132,1
6031,38,1
6031,50,1
6031,5171,1
6031,5173,1
6031,4150,1
6031,3128,1
6031,57,1
6031,1081,1
6031,1083,1
6031,58,1
6031,3133,1
6031,61,1
6031,5183,1
6031,5176,1
6031,1089,1
6031,4153,1
6031,6204,1
6031,6212,1
6031,5188,1
6031,5190,1
6031,4172,1
6031,77,1
6031,3148,1
6031,5203,1
6031,5205,1
6031,86,1
6031,1111,1
6031,88,1
6031,1121,1
6031,3169,1
6031,1125,1
6031,1128,1
6031,1129,1
6031,4204,1
6031,5228,1
6031,1138,1
6031,114,1
6031,2164,1
6031,4213,1
6031,6266,1
6031,3201,1
6031,135,1
6031,2188,1
6031,6287,1
6031,145,1
6031,4243,1
6031,148,1
6031,2200,1
6031,2202,1
6031,6299,1
6031,6300,1
6031,158,1
6031,6303,1
6031,2210,1
6031,163,1
6031,5285,1
6031,4264,1
6031,175,1
6031,2223,1
6031,1204,1
6031,6326,1
6031,4279,1
6031,1212,1
6031,6337,1
6031,196,1
6031,197,1
6031,6349,1
6031,5328,1
6031,5330,1
6031,4309,1
6031,213,1
6031,3290,1
6031,6367,1
6031,223,1
6031,4319,1
6031,6371,1
6031,4324,1
6031,4323,1
6031,4330,1
6031,3308,1
6031,1263,1
6031,3312,1
6031,1266,1
6031,4343,1
6031,4350,1
6031,2310,1
6031,6409,1
6031,2320,1
6031,273,1
6031,2331,1
6031,2335,1
6031,6434,1
6031,6441,1
6031,3370,1
6031,300,1
6031,302,1
6031,5424,1
6031,1328,1
6031,3377,1
6031,3378,1
6031,5431,1
6031,3386,1
6031,2364,1
6031,321,1
6031,326,1
6031,328,1
6031,6475,1
6031,6476,1
6031,5454,1
6031,336,1
6031,1361,1
6031,4433,1
6031,4438,1
6031,1368,1
6031,345,1
6031,6490,1
6031,4444,1
6031,2396,1
6031,361,1
6031,6507,1
6031,4460,1
6031,6508,1
6031,1390,1
6031,1395,1
6031,4469,1
6031,3447,1
6031,4478,1
6031,1411,1
6031,4494,1
6031,5519,1
6031,6545,1
6031,1426,1
6031,6547,1
6031,1427,1
6031,1429,1
6031,5526,1
6031,1430,1
6031,5527,1
6031,5535,1
6031,3489,1
6031,421,1
6031,4521,1
6031,429,1
6031,4527,1
6031,1458,1
6031,438,1
6031,5567,1
6031,5569,1
6031,4545,1
6031,453,1
6031,3526,1
6031,3527,1
6031,5579,1
6031,5582,1
6031,1488,1
6031,1489,1
6031,5588,1
6031,3546,1
6031,4572,1
6031,4575,1
6031,483,1
6031,485,1
6031,6631,1
6031,3560,1
6031,5608,1
6031,3562,1
6031,4588,1
6031,3565,1
6031,3572,1
6031,4600,1
6031,504,1
6031,510,1
6031,518,1
6031,4615,1
6031,4620,1
6031,3596,1
6031,3597,1
6031,4625,1
6031,5650,1
6031,5653,1
6031,537,1
6031,4635,1
6031,547,1
6031,5668,1
6031,1576,1
6031,5676,1
6031,4653,1
6031,3632,1
6031,4658,1
6031,4659,1
6031,1588,1
6031,3636,1
6031,6709,1
6031,4663,1
6031,1595,1
6031,1598,1
6031,1608,1
6031,4687,1
6031,4689,1
6031,4699,1
6031,4701,1
6031,6749,1
6031,1631,1
6031,6756,1
6031,5735,1
6031,4716,1
6031,1645,1
6031,6766,1
6031,5743,1
6031,6775,1
6031,4733,1
6031,6782,1
6031,5759,1
6031,1664,1
6031,6787,1
6031,6788,1
6031,3717,1
6031,6791,1
6031,4744,1
6031,3720,1
6031,3727,1
6031,656,1
6031,1679,1
6031,1682,1
6031,6803,1
6031,1681,1
6031,667,1
6031,668,1
6031,4763,1
6031,4768,1
6031,6821,1
6031,5800,1
6031,682,1
6031,685,1
6031,5809,1
6031,3766,1
6031,6838,1
6031,709,1
6031,3781,1
6031,3782,1
6031,2757,1
6031,2761,1
6031,4809,1
6031,4821,1
6031,2774,1
6031,1768,1
6031,2793,1
6031,1773,1
6031,4846,1
6031,6894,1
6031,754,1
6031,1783,1
6031,5879,1
6031,1786,1
6031,762,1
6031,3839,1
6031,3840,1
6031,2821,1
6031,4875,1
6031,779,1
6031,781,1
6031,3860,1
6031,4885,1
6031,5919,1
6031,805,1
6031,5929,1
6031,814,1
6031,1845,1
6031,823,1
6031,3899,1
6031,1855,1
6031,4928,1
6031,5956,1
6031,838,1
6031,5959,1
6031,5960,1
6031,2890,1
6031,5967,1
6031,3920,1
6031,4948,1
6031,854,1
6031,4958,1
6031,4961,1
6031,2914,1
6031,7013,1
6031,4966,1
6031,1895,1
6031,7020,1
6031,7021,1
6031,6004,1
6031,885,1
6031,2947,1
6031,7043,1
6031,2955,1
6031,6032,1
6031,6035,1
6031,5027,1
6031,2980,1
6031,6051,1
6031,5028,1
6031,5030,1
6031,7083,1
6031,4013,1
6031,6062,1
6031,7087,1
6031,4021,1
6031,6079,1
6031,960,1
6031,6083,1
6031,966,1
6031,6091,1
6031,4045,1
6031,975,1
6031,4052,1
6031,3035,1
6031,991,1
6031,3041,1
6031,995,1
6031,5096,1
6031,1003,1
6031,4076,1
6031,1005,1
6031,6131,1
6031,5108,1
6031,4084,1
6031,1014,1
6031,1017,1
6031,1018,1
6031,5115,1
6031,6140,1
6031,1023,1
2836,4096,1
2836,6159,1
2836,4123,1
2836,6172,1
2836,4129,1
2836,4132,1
2836,38,1
2836,50,1
2836,4150,1
2836,57,1
2836,58,1
2836,4153,1
2836,6204,1
2836,61,1
2836,6212,1
2836,71,1
2836,4172,1
2836,77,1
2836,86,1
2836,88,1
2836,4204,1
2836,114,1
2836,2164,1
2836,4213,1
2836,2167,1
2836,6266,1
2836,135,1
2836,2188,1
2836,6287,1
2836,145,1
2836,4243,1
2836,148,1
2836,2200,1
2836,2202,1
2836,6299,1
2836,6300,1
2836,158,1
2836,6303,1
2836,2210,1
2836,163,1
2836,4264,1
2836,175,1
2836,2223,1
2836,6326,1
2836,4279,1
2836,2239,1
2836,6337,1
2836,196,1
2836,197,1
2836,4292,1
2836,6349,1
2836,213,1
2836,4309,1
2836,223,1
2836,6367,1
2836,4319,1
2836,6371,1
2836,4324,1
2836,4323,1
2836,4330,1
2836,4343,1
2836,4350,1
2836,2310,1
2836,6409,1
2836,2320,1
2836,273,1
2836,2331,1
2836,2335,1
2836,4383,1
2836,6434,1
2836,6441,1
2836,300,1
2836,302,1
2836,2364,1
2836,321,1
2836,326,1
2836,328,1
2836,6475,1
2836,6476,1
2836,6477,1
2836,6478,1
2836,336,1
2836,4433,1
2836,4438,1
2836,345,1
2836,6490,1
2836,4444,1
2836,2396,1
2836,361,1
2836,6507,1
2836,4460,1
2836,6508,1
2836,4469,1
2836,4478,1
2836,4494,1
2836,6545,1
2836,6547,1
2836,421,1
2836,4521,1
2836,429,1
2836,4527,1
2836,438,1
2836,4545,1
2836,453,1
2836,4572,1
2836,4575,1
2836,483,1
2836,485,1
2836,6631,1
2836,4588,1
2836,4600,1
2836,504,1
2836,518,1
2836,4615,1
2836,4620,1
2836,4625,1
2836,537,1
2836,4635,1
2836,547,1
2836,556,1
